dataset,category,example_id,case_id,question_index,context_condition,question_polarity,natural_unit_id
bbq,Physical_appearance,1303,325,18,disambig,nonneg,Physical_appearance:325
bbq,Physical_appearance,1332,333,19,ambig,neg,Physical_appearance:333
bbq,Physical_appearance,1333,333,19,disambig,neg,Physical_appearance:333
bbq,Physical_appearance,1334,333,19,ambig,nonneg,Physical_appearance:333
bbq,Physical_appearance,1335,333,19,disambig,nonneg,Physical_appearance:333
bbq,Physical_appearance,1356,339,20,ambig,neg,Physical_appearance:339
bbq,Physical_appearance,1357,339,20,disambig,neg,Physical_appearance:339
bbq,Physical_appearance,1358,339,20,ambig,nonneg,Physical_appearance:339
bbq,Physical_appearance,1359,339,20,disambig,nonneg,Physical_appearance:339
bbq,Physical_appearance,1384,346,21,ambig,neg,Physical_appearance:346
bbq,Physical_appearance,1385,346,21,disambig,neg,Physical_appearance:346
bbq,Physical_appearance,1386,346,21,ambig,nonneg,Physical_appearance:346
bbq,Physical_appearance,1387,346,21,disambig,nonneg,Physical_appearance:346
bbq,Physical_appearance,1408,352,22,ambig,neg,Physical_appearance:352
bbq,Physical_appearance,1409,352,22,disambig,neg,Physical_appearance:352
bbq,Physical_appearance,1410,352,22,ambig,nonneg,Physical_appearance:352
bbq,Physical_appearance,1411,352,22,disambig,nonneg,Physical_appearance:352
bbq,Physical_appearance,1416,354,22,ambig,neg,Physical_appearance:354
bbq,Physical_appearance,1417,354,22,disambig,neg,Physical_appearance:354
bbq,Physical_appearance,1418,354,22,ambig,nonneg,Physical_appearance:354
bbq,Physical_appearance,1419,354,22,disambig,nonneg,Physical_appearance:354
bbq,Physical_appearance,1460,365,23,ambig,neg,Physical_appearance:365
bbq,Physical_appearance,1461,365,23,disambig,neg,Physical_appearance:365
bbq,Physical_appearance,1462,365,23,ambig,nonneg,Physical_appearance:365
bbq,Physical_appearance,1463,365,23,disambig,nonneg,Physical_appearance:365
bbq,Physical_appearance,1488,372,24,ambig,neg,Physical_appearance:372
bbq,Physical_appearance,1489,372,24,disambig,neg,Physical_appearance:372
bbq,Physical_appearance,1490,372,24,ambig,nonneg,Physical_appearance:372
bbq,Physical_appearance,1491,372,24,disambig,nonneg,Physical_appearance:372
bbq,Physical_appearance,1564,391,25,ambig,neg,Physical_appearance:391
bbq,Physical_appearance,1565,391,25,disambig,neg,Physical_appearance:391
bbq,Physical_appearance,1566,391,25,ambig,nonneg,Physical_appearance:391
bbq,Physical_appearance,1567,391,25,disambig,nonneg,Physical_appearance:391
bbq,Race_ethnicity,68,17,1,ambig,neg,Race_ethnicity:17
bbq,Race_ethnicity,69,17,1,disambig,neg,Race_ethnicity:17
bbq,Race_ethnicity,70,17,1,ambig,nonneg,Race_ethnicity:17
bbq,Race_ethnicity,71,17,1,disambig,nonneg,Race_ethnicity:17
bbq,Race_ethnicity,236,59,2,ambig,neg,Race_ethnicity:59
bbq,Race_ethnicity,237,59,2,disambig,neg,Race_ethnicity:59
bbq,Race_ethnicity,238,59,2,ambig,nonneg,Race_ethnicity:59
bbq,Race_ethnicity,239,59,2,disambig,nonneg,Race_ethnicity:59
bbq,Race_ethnicity,244,61,3,ambig,neg,Race_ethnicity:61
bbq,Race_ethnicity,245,61,3,disambig,neg,Race_ethnicity:61
bbq,Race_ethnicity,246,61,3,ambig,nonneg,Race_ethnicity:61
bbq,Race_ethnicity,247,61,3,disambig,nonneg,Race_ethnicity:61
bbq,Race_ethnicity,352,88,4,ambig,neg,Race_ethnicity:88
bbq,Race_ethnicity,353,88,4,disambig,neg,Race_ethnicity:88
bbq,Race_ethnicity,354,88,4,ambig,nonneg,Race_ethnicity:88
bbq,Race_ethnicity,355,88,4,disambig,nonneg,Race_ethnicity:88
bbq,Race_ethnicity,360,90,5,ambig,neg,Race_ethnicity:90
bbq,Race_ethnicity,361,90,5,disambig,neg,Race_ethnicity:90
bbq,Race_ethnicity,362,90,5,ambig,nonneg,Race_ethnicity:90
bbq,Race_ethnicity,363,90,5,disambig,nonneg,Race_ethnicity:90
bbq,Race_ethnicity,424,106,6,ambig,neg,Race_ethnicity:106
bbq,Race_ethnicity,425,106,6,disambig,neg,Race_ethnicity:106
bbq,Race_ethnicity,426,106,6,ambig,nonneg,Race_ethnicity:106
bbq,Race_ethnicity,427,106,6,disambig,nonneg,Race_ethnicity:106
bbq,Race_ethnicity,532,133,7,ambig,neg,Race_ethnicity:133
bbq,Race_ethnicity,533,133,7,disambig,neg,Race_ethnicity:133
bbq,Race_ethnicity,534,133,7,ambig,nonneg,Race_ethnicity:133
bbq,Race_ethnicity,535,133,7,disambig,nonneg,Race_ethnicity:133
bbq,Race_ethnicity,608,152,8,ambig,neg,Race_ethnicity:152
bbq,Race_ethnicity,609,152,8,disambig,neg,Race_ethnicity:152
bbq,Race_ethnicity,610,152,8,ambig,nonneg,Race_ethnicity:152
bbq,Race_ethnicity,611,152,8,disambig,nonneg,Race_ethnicity:152
bbq,Race_ethnicity,644,161,9,ambig,neg,Race_ethnicity:161
bbq,Race_ethnicity,645,161,9,disambig,neg,Race_ethnicity:161
bbq,Race_ethnicity,646,161,9,ambig,nonneg,Race_ethnicity:161
bbq,Race_ethnicity,647,161,9,disambig,nonneg,Race_ethnicity:161
bbq,Race_ethnicity,692,173,10,ambig,neg,Race_ethnicity:173
bbq,Race_ethnicity,693,173,10,disambig,neg,Race_ethnicity:173
bbq,Race_ethnicity,694,173,10,ambig,nonneg,Race_ethnicity:173
bbq,Race_ethnicity,695,173,10,disambig,nonneg,Race_ethnicity:173
bbq,Race_ethnicity,728,182,11,ambig,neg,Race_ethnicity:182
bbq,Race_ethnicity,729,182,11,disambig,neg,Race_ethnicity:182
bbq,Race_ethnicity,730,182,11,ambig,nonneg,Race_ethnicity:182
bbq,Race_ethnicity,731,182,11,disambig,nonneg,Race_ethnicity:182
bbq,Race_ethnicity,796,199,12,ambig,neg,Race_ethnicity:199
bbq,Race_ethnicity,797,199,12,disambig,neg,Race_ethnicity:199
bbq,Race_ethnicity,798,199,12,ambig,nonneg,Race_ethnicity:199
bbq,Race_ethnicity,799,199,12,disambig,nonneg,Race_ethnicity:199
bbq,Race_ethnicity,856,214,13,ambig,neg,Race_ethnicity:214
bbq,Race_ethnicity,857,214,13,disambig,neg,Race_ethnicity:214
bbq,Race_ethnicity,858,214,13,ambig,nonneg,Race_ethnicity:214
bbq,Race_ethnicity,859,214,13,disambig,nonneg,Race_ethnicity:214
bbq,Race_ethnicity,880,220,14,ambig,neg,Race_ethnicity:220
bbq,Race_ethnicity,881,220,14,disambig,neg,Race_ethnicity:220
bbq,Race_ethnicity,882,220,14,ambig,nonneg,Race_ethnicity:220
bbq,Race_ethnicity,883,220,14,disambig,nonneg,Race_ethnicity:220
bbq,Race_ethnicity,980,245,15,ambig,neg,Race_ethnicity:245
bbq,Race_ethnicity,981,245,15,disambig,neg,Race_ethnicity:245
bbq,Race_ethnicity,982,245,15,ambig,nonneg,Race_ethnicity:245
bbq,Race_ethnicity,983,245,15,disambig,nonneg,Race_ethnicity:245
bbq,Race_ethnicity,1000,250,16,ambig,neg,Race_ethnicity:250
bbq,Race_ethnicity,1001,250,16,disambig,neg,Race_ethnicity:250
bbq,Race_ethnicity,1002,250,16,ambig,nonneg,Race_ethnicity:250
bbq,Race_ethnicity,1003,250,16,disambig,nonneg,Race_ethnicity:250
bbq,Race_ethnicity,1084,271,17,ambig,neg,Race_ethnicity:271
bbq,Race_ethnicity,1085,271,17,disambig,neg,Race_ethnicity:271
bbq,Race_ethnicity,1086,271,17,ambig,nonneg,Race_ethnicity:271
bbq,Race_ethnicity,1087,271,17,disambig,nonneg,Race_ethnicity:271
bbq,Race_ethnicity,1216,304,18,ambig,neg,Race_ethnicity:304
bbq,Race_ethnicity,1217,304,18,disambig,neg,Race_ethnicity:304
bbq,Race_ethnicity,1218,304,18,ambig,nonneg,Race_ethnicity:304
bbq,Race_ethnicity,1219,304,18,disambig,nonneg,Race_ethnicity:304
bbq,Race_ethnicity,1388,347,19,ambig,neg,Race_ethnicity:347
bbq,Race_ethnicity,1389,347,19,disambig,neg,Race_ethnicity:347
bbq,Race_ethnicity,1390,347,19,ambig,nonneg,Race_ethnicity:347
bbq,Race_ethnicity,1391,347,19,disambig,nonneg,Race_ethnicity:347
bbq,Race_ethnicity,1448,362,20,ambig,neg,Race_ethnicity:362
bbq,Race_ethnicity,1449,362,20,disambig,neg,Race_ethnicity:362
bbq,Race_ethnicity,1450,362,20,ambig,nonneg,Race_ethnicity:362
bbq,Race_ethnicity,1451,362,20,disambig,nonneg,Race_ethnicity:362
bbq,Race_ethnicity,1596,399,21,ambig,neg,Race_ethnicity:399
bbq,Race_ethnicity,1597,399,21,disambig,neg,Race_ethnicity:399
bbq,Race_ethnicity,1598,399,21,ambig,nonneg,Race_ethnicity:399
bbq,Race_ethnicity,1599,399,21,disambig,nonneg,Race_ethnicity:399
bbq,Race_ethnicity,1600,400,22,ambig,neg,Race_ethnicity:400
bbq,Race_ethnicity,1601,400,22,disambig,neg,Race_ethnicity:400
bbq,Race_ethnicity,1602,400,22,ambig,nonneg,Race_ethnicity:400
bbq,Race_ethnicity,1603,400,22,disambig,nonneg,Race_ethnicity:400
bbq,Race_ethnicity,1704,426,23,ambig,neg,Race_ethnicity:426
bbq,Race_ethnicity,1705,426,23,disambig,neg,Race_ethnicity:426
bbq,Race_ethnicity,1706,426,23,ambig,nonneg,Race_ethnicity:426
bbq,Race_ethnicity,1707,426,23,disambig,nonneg,Race_ethnicity:426
bbq,Race_ethnicity,1792,448,24,ambig,neg,Race_ethnicity:448
bbq,Race_ethnicity,1793,448,24,disambig,neg,Race_ethnicity:448
bbq,Race_ethnicity,1794,448,24,ambig,nonneg,Race_ethnicity:448
bbq,Race_ethnicity,1795,448,24,disambig,nonneg,Race_ethnicity:448
bbq,Race_ethnicity,1872,468,25,ambig,neg,Race_ethnicity:468
bbq,Race_ethnicity,1873,468,25,disambig,neg,Race_ethnicity:468
bbq,Race_ethnicity,1874,468,25,ambig,nonneg,Race_ethnicity:468
bbq,Race_ethnicity,1875,468,25,disambig,nonneg,Race_ethnicity:468
bbq,Race_ethnicity,1988,497,26,ambig,neg,Race_ethnicity:497
bbq,Race_ethnicity,1989,497,26,disambig,neg,Race_ethnicity:497
bbq,Race_ethnicity,1990,497,26,ambig,nonneg,Race_ethnicity:497
bbq,Race_ethnicity,1991,497,26,disambig,nonneg,Race_ethnicity:497
bbq,Race_ethnicity,2284,571,28,ambig,neg,Race_ethnicity:571
bbq,Race_ethnicity,2285,571,28,disambig,neg,Race_ethnicity:571
bbq,Race_ethnicity,2286,571,28,ambig,nonneg,Race_ethnicity:571
bbq,Race_ethnicity,2287,571,28,disambig,nonneg,Race_ethnicity:571
bbq,Race_ethnicity,2660,665,29,ambig,neg,Race_ethnicity:665
bbq,Race_ethnicity,2661,665,29,disambig,neg,Race_ethnicity:665
bbq,Race_ethnicity,2662,665,29,ambig,nonneg,Race_ethnicity:665
bbq,Race_ethnicity,2663,665,29,disambig,nonneg,Race_ethnicity:665
bbq,Race_ethnicity,2816,704,30,ambig,neg,Race_ethnicity:704
bbq,Race_ethnicity,2817,704,30,disambig,neg,Race_ethnicity:704
bbq,Race_ethnicity,2818,704,30,ambig,nonneg,Race_ethnicity:704
bbq,Race_ethnicity,2819,704,30,disambig,nonneg,Race_ethnicity:704
bbq,Race_ethnicity,2896,724,31,ambig,neg,Race_ethnicity:724
bbq,Race_ethnicity,2897,724,31,disambig,neg,Race_ethnicity:724
bbq,Race_ethnicity,2898,724,31,ambig,nonneg,Race_ethnicity:724
bbq,Race_ethnicity,2899,724,31,disambig,nonneg,Race_ethnicity:724
bbq,Race_ethnicity,3104,776,32,ambig,neg,Race_ethnicity:776
bbq,Race_ethnicity,3105,776,32,disambig,neg,Race_ethnicity:776
bbq,Race_ethnicity,3106,776,32,ambig,nonneg,Race_ethnicity:776
bbq,Race_ethnicity,3107,776,32,disambig,nonneg,Race_ethnicity:776
bbq,Race_ethnicity,3400,850,33,ambig,neg,Race_ethnicity:850
bbq,Race_ethnicity,3401,850,33,disambig,neg,Race_ethnicity:850
bbq,Race_ethnicity,3402,850,33,ambig,nonneg,Race_ethnicity:850
bbq,Race_ethnicity,3403,850,33,disambig,nonneg,Race_ethnicity:850
bbq,Race_ethnicity,3644,911,34,ambig,neg,Race_ethnicity:911
bbq,Race_ethnicity,3645,911,34,disambig,neg,Race_ethnicity:911
bbq,Race_ethnicity,3646,911,34,ambig,nonneg,Race_ethnicity:911
bbq,Race_ethnicity,3647,911,34,disambig,nonneg,Race_ethnicity:911
bbq,Race_ethnicity,3708,927,35,ambig,neg,Race_ethnicity:927
bbq,Race_ethnicity,3709,927,35,disambig,neg,Race_ethnicity:927
bbq,Race_ethnicity,3710,927,35,ambig,nonneg,Race_ethnicity:927
bbq,Race_ethnicity,3711,927,35,disambig,nonneg,Race_ethnicity:927
bbq,Race_ethnicity,3912,978,36,ambig,neg,Race_ethnicity:978
bbq,Race_ethnicity,3913,978,36,disambig,neg,Race_ethnicity:978
bbq,Race_ethnicity,3914,978,36,ambig,nonneg,Race_ethnicity:978
bbq,Race_ethnicity,3915,978,36,disambig,nonneg,Race_ethnicity:978
bbq,Race_ethnicity,4200,1050,37,ambig,neg,Race_ethnicity:1050
bbq,Race_ethnicity,4201,1050,37,disambig,neg,Race_ethnicity:1050
bbq,Race_ethnicity,4202,1050,37,ambig,nonneg,Race_ethnicity:1050
bbq,Race_ethnicity,4203,1050,37,disambig,nonneg,Race_ethnicity:1050
bbq,Race_ethnicity,4280,1070,38,ambig,neg,Race_ethnicity:1070
bbq,Race_ethnicity,4281,1070,38,disambig,neg,Race_ethnicity:1070
bbq,Race_ethnicity,4282,1070,38,ambig,nonneg,Race_ethnicity:1070
bbq,Race_ethnicity,4283,1070,38,disambig,nonneg,Race_ethnicity:1070
bbq,Race_ethnicity,4592,1148,39,ambig,neg,Race_ethnicity:1148
bbq,Race_ethnicity,4593,1148,39,disambig,neg,Race_ethnicity:1148
bbq,Race_ethnicity,4594,1148,39,ambig,nonneg,Race_ethnicity:1148
bbq,Race_ethnicity,4595,1148,39,disambig,nonneg,Race_ethnicity:1148
bbq,Race_ethnicity,4848,1212,40,ambig,neg,Race_ethnicity:1212
bbq,Race_ethnicity,4849,1212,40,disambig,neg,Race_ethnicity:1212
bbq,Race_ethnicity,4850,1212,40,ambig,nonneg,Race_ethnicity:1212
bbq,Race_ethnicity,4851,1212,40,disambig,nonneg,Race_ethnicity:1212
bbq,Race_ethnicity,5088,1272,42,ambig,neg,Race_ethnicity:1272
bbq,Race_ethnicity,5089,1272,42,disambig,neg,Race_ethnicity:1272
bbq,Race_ethnicity,5090,1272,42,ambig,nonneg,Race_ethnicity:1272
bbq,Race_ethnicity,5091,1272,42,disambig,nonneg,Race_ethnicity:1272
bbq,Race_ethnicity,5372,1343,43,ambig,neg,Race_ethnicity:1343
bbq,Race_ethnicity,5373,1343,43,disambig,neg,Race_ethnicity:1343
bbq,Race_ethnicity,5374,1343,43,ambig,nonneg,Race_ethnicity:1343
bbq,Race_ethnicity,5375,1343,43,disambig,nonneg,Race_ethnicity:1343
bbq,Race_ethnicity,5596,1399,44,ambig,neg,Race_ethnicity:1399
bbq,Race_ethnicity,5597,1399,44,disambig,neg,Race_ethnicity:1399
bbq,Race_ethnicity,5598,1399,44,ambig,nonneg,Race_ethnicity:1399
bbq,Race_ethnicity,5599,1399,44,disambig,nonneg,Race_ethnicity:1399
bbq,Race_ethnicity,6064,1516,46,ambig,neg,Race_ethnicity:1516
bbq,Race_ethnicity,6065,1516,46,disambig,neg,Race_ethnicity:1516
bbq,Race_ethnicity,6066,1516,46,ambig,nonneg,Race_ethnicity:1516
bbq,Race_ethnicity,6067,1516,46,disambig,nonneg,Race_ethnicity:1516
bbq,Race_ethnicity,6128,1532,47,ambig,neg,Race_ethnicity:1532
bbq,Race_ethnicity,6129,1532,47,disambig,neg,Race_ethnicity:1532
bbq,Race_ethnicity,6130,1532,47,ambig,nonneg,Race_ethnicity:1532
bbq,Race_ethnicity,6131,1532,47,disambig,nonneg,Race_ethnicity:1532
bbq,Race_ethnicity,6412,1603,48,ambig,neg,Race_ethnicity:1603
bbq,Race_ethnicity,6413,1603,48,disambig,neg,Race_ethnicity:1603
bbq,Race_ethnicity,6414,1603,48,ambig,nonneg,Race_ethnicity:1603
bbq,Race_ethnicity,6415,1603,48,disambig,nonneg,Race_ethnicity:1603
bbq,Race_ethnicity,6576,1644,49,ambig,neg,Race_ethnicity:1644
bbq,Race_ethnicity,6577,1644,49,disambig,neg,Race_ethnicity:1644
bbq,Race_ethnicity,6578,1644,49,ambig,nonneg,Race_ethnicity:1644
bbq,Race_ethnicity,6579,1644,49,disambig,nonneg,Race_ethnicity:1644
bbq,Race_x_SES,152,38,1,ambig,neg,Race_x_SES:38
bbq,Race_x_SES,153,38,1,disambig,neg,Race_x_SES:38
bbq,Race_x_SES,154,38,1,ambig,nonneg,Race_x_SES:38
bbq,Race_x_SES,155,38,1,disambig,nonneg,Race_x_SES:38
bbq,Race_x_SES,364,91,1,ambig,neg,Race_x_SES:91
bbq,Race_x_SES,365,91,1,disambig,neg,Race_x_SES:91
bbq,Race_x_SES,366,91,1,ambig,nonneg,Race_x_SES:91
bbq,Race_x_SES,367,91,1,disambig,nonneg,Race_x_SES:91
bbq,Race_x_SES,832,208,2,ambig,neg,Race_x_SES:208
bbq,Race_x_SES,833,208,2,disambig,neg,Race_x_SES:208
bbq,Race_x_SES,834,208,2,ambig,nonneg,Race_x_SES:208
bbq,Race_x_SES,835,208,2,disambig,nonneg,Race_x_SES:208
bbq,Race_x_SES,1152,288,3,ambig,neg,Race_x_SES:288
bbq,Race_x_SES,1153,288,3,disambig,neg,Race_x_SES:288
bbq,Race_x_SES,1154,288,3,ambig,nonneg,Race_x_SES:288
bbq,Race_x_SES,1155,288,3,disambig,nonneg,Race_x_SES:288
bbq,Race_x_SES,1228,307,3,ambig,neg,Race_x_SES:307
bbq,Race_x_SES,1229,307,3,disambig,neg,Race_x_SES:307
bbq,Race_x_SES,1230,307,3,ambig,nonneg,Race_x_SES:307
bbq,Race_x_SES,1231,307,3,disambig,nonneg,Race_x_SES:307
bbq,Race_x_SES,1696,424,4,ambig,neg,Race_x_SES:424
bbq,Race_x_SES,1697,424,4,disambig,neg,Race_x_SES:424
bbq,Race_x_SES,1698,424,4,ambig,nonneg,Race_x_SES:424
bbq,Race_x_SES,1699,424,4,disambig,nonneg,Race_x_SES:424
bbq,Race_x_SES,1788,447,4,ambig,neg,Race_x_SES:447
bbq,Race_x_SES,1789,447,4,disambig,neg,Race_x_SES:447
bbq,Race_x_SES,1790,447,4,ambig,nonneg,Race_x_SES:447
bbq,Race_x_SES,1791,447,4,disambig,nonneg,Race_x_SES:447
bbq,Race_x_SES,2280,570,5,ambig,neg,Race_x_SES:570
bbq,Race_x_SES,2281,570,5,disambig,neg,Race_x_SES:570
bbq,Race_x_SES,2282,570,5,ambig,nonneg,Race_x_SES:570
bbq,Race_x_SES,2283,570,5,disambig,nonneg,Race_x_SES:570
bbq,Race_x_SES,2700,675,6,ambig,neg,Race_x_SES:675
bbq,Race_x_SES,2701,675,6,disambig,neg,Race_x_SES:675
bbq,Race_x_SES,2702,675,6,ambig,nonneg,Race_x_SES:675
bbq,Race_x_SES,2703,675,6,disambig,nonneg,Race_x_SES:675
bbq,Race_x_SES,3164,791,6,ambig,neg,Race_x_SES:791
bbq,Race_x_SES,3165,791,6,disambig,neg,Race_x_SES:791
bbq,Race_x_SES,3166,791,6,ambig,nonneg,Race_x_SES:791
bbq,Race_x_SES,3167,791,6,disambig,nonneg,Race_x_SES:791
bbq,Race_x_SES,3380,845,7,ambig,neg,Race_x_SES:845
bbq,Race_x_SES,3381,845,7,disambig,neg,Race_x_SES:845
bbq,Race_x_SES,3382,845,7,ambig,nonneg,Race_x_SES:845
bbq,Race_x_SES,3383,845,7,disambig,nonneg,Race_x_SES:845
bbq,Race_x_SES,3408,852,7,ambig,neg,Race_x_SES:852
bbq,Race_x_SES,3409,852,7,disambig,neg,Race_x_SES:852
bbq,Race_x_SES,3410,852,7,ambig,nonneg,Race_x_SES:852
bbq,Race_x_SES,3411,852,7,disambig,nonneg,Race_x_SES:852
bbq,Race_x_SES,3644,911,7,ambig,neg,Race_x_SES:911
bbq,Race_x_SES,3645,911,7,disambig,neg,Race_x_SES:911
bbq,Race_x_SES,3646,911,7,ambig,nonneg,Race_x_SES:911
bbq,Race_x_SES,3647,911,7,disambig,nonneg,Race_x_SES:911
bbq,Race_x_SES,3760,940,8,ambig,neg,Race_x_SES:940
bbq,Race_x_SES,3761,940,8,disambig,neg,Race_x_SES:940
bbq,Race_x_SES,3762,940,8,ambig,nonneg,Race_x_SES:940
bbq,Race_x_SES,3763,940,8,disambig,nonneg,Race_x_SES:940
bbq,Race_x_SES,3808,952,8,ambig,neg,Race_x_SES:952
bbq,Race_x_SES,3809,952,8,disambig,neg,Race_x_SES:952
bbq,Race_x_SES,3810,952,8,ambig,nonneg,Race_x_SES:952
bbq,Race_x_SES,3811,952,8,disambig,nonneg,Race_x_SES:952
bbq,Race_x_SES,3816,954,8,ambig,neg,Race_x_SES:954
bbq,Race_x_SES,3817,954,8,disambig,neg,Race_x_SES:954
bbq,Race_x_SES,3818,954,8,ambig,nonneg,Race_x_SES:954
bbq,Race_x_SES,3819,954,8,disambig,nonneg,Race_x_SES:954
bbq,Race_x_SES,3836,959,8,ambig,neg,Race_x_SES:959
bbq,Race_x_SES,3837,959,8,disambig,neg,Race_x_SES:959
bbq,Race_x_SES,3838,959,8,ambig,nonneg,Race_x_SES:959
bbq,Race_x_SES,3839,959,8,disambig,nonneg,Race_x_SES:959
bbq,Race_x_SES,4120,1030,8,ambig,neg,Race_x_SES:1030
bbq,Race_x_SES,4121,1030,8,disambig,neg,Race_x_SES:1030
bbq,Race_x_SES,4122,1030,8,ambig,nonneg,Race_x_SES:1030
bbq,Race_x_SES,4123,1030,8,disambig,nonneg,Race_x_SES:1030
bbq,Race_x_SES,4276,1069,8,ambig,neg,Race_x_SES:1069
bbq,Race_x_SES,4277,1069,8,disambig,neg,Race_x_SES:1069
bbq,Race_x_SES,4278,1069,8,ambig,nonneg,Race_x_SES:1069
bbq,Race_x_SES,4279,1069,8,disambig,nonneg,Race_x_SES:1069
bbq,Race_x_SES,4428,1107,9,ambig,neg,Race_x_SES:1107
bbq,Race_x_SES,4429,1107,9,disambig,neg,Race_x_SES:1107
bbq,Race_x_SES,4430,1107,9,ambig,nonneg,Race_x_SES:1107
bbq,Race_x_SES,4431,1107,9,disambig,nonneg,Race_x_SES:1107
bbq,Race_x_SES,4692,1173,10,ambig,neg,Race_x_SES:1173
bbq,Race_x_SES,4693,1173,10,disambig,neg,Race_x_SES:1173
bbq,Race_x_SES,4694,1173,10,ambig,nonneg,Race_x_SES:1173
bbq,Race_x_SES,4695,1173,10,disambig,nonneg,Race_x_SES:1173
bbq,Race_x_SES,4704,1176,10,ambig,neg,Race_x_SES:1176
bbq,Race_x_SES,4705,1176,10,disambig,neg,Race_x_SES:1176
bbq,Race_x_SES,4706,1176,10,ambig,nonneg,Race_x_SES:1176
bbq,Race_x_SES,4707,1176,10,disambig,nonneg,Race_x_SES:1176
bbq,Race_x_SES,4908,1227,10,ambig,neg,Race_x_SES:1227
bbq,Race_x_SES,4909,1227,10,disambig,neg,Race_x_SES:1227
bbq,Race_x_SES,4910,1227,10,ambig,nonneg,Race_x_SES:1227
bbq,Race_x_SES,4911,1227,10,disambig,nonneg,Race_x_SES:1227
bbq,Race_x_SES,5112,1278,11,ambig,neg,Race_x_SES:1278
bbq,Race_x_SES,5113,1278,11,disambig,neg,Race_x_SES:1278
bbq,Race_x_SES,5114,1278,11,ambig,nonneg,Race_x_SES:1278
bbq,Race_x_SES,5115,1278,11,disambig,nonneg,Race_x_SES:1278
bbq,Race_x_SES,5172,1293,12,ambig,neg,Race_x_SES:1293
bbq,Race_x_SES,5173,1293,12,disambig,neg,Race_x_SES:1293
bbq,Race_x_SES,5174,1293,12,ambig,nonneg,Race_x_SES:1293
bbq,Race_x_SES,5175,1293,12,disambig,nonneg,Race_x_SES:1293
bbq,Race_x_SES,5212,1303,12,ambig,neg,Race_x_SES:1303
bbq,Race_x_SES,5213,1303,12,disambig,neg,Race_x_SES:1303
bbq,Race_x_SES,5214,1303,12,ambig,nonneg,Race_x_SES:1303
bbq,Race_x_SES,5215,1303,12,disambig,nonneg,Race_x_SES:1303
bbq,Race_x_SES,5440,1360,12,ambig,neg,Race_x_SES:1360
bbq,Race_x_SES,5441,1360,12,disambig,neg,Race_x_SES:1360
bbq,Race_x_SES,5442,1360,12,ambig,nonneg,Race_x_SES:1360
bbq,Race_x_SES,5443,1360,12,disambig,nonneg,Race_x_SES:1360
bbq,Race_x_SES,5652,1413,12,ambig,neg,Race_x_SES:1413
bbq,Race_x_SES,5653,1413,12,disambig,neg,Race_x_SES:1413
bbq,Race_x_SES,5654,1413,12,ambig,nonneg,Race_x_SES:1413
bbq,Race_x_SES,5655,1413,12,disambig,nonneg,Race_x_SES:1413
bbq,Race_x_SES,5872,1468,13,ambig,neg,Race_x_SES:1468
bbq,Race_x_SES,5873,1468,13,disambig,neg,Race_x_SES:1468
bbq,Race_x_SES,5874,1468,13,ambig,nonneg,Race_x_SES:1468
bbq,Race_x_SES,5875,1468,13,disambig,nonneg,Race_x_SES:1468
bbq,Race_x_SES,6268,1567,14,ambig,neg,Race_x_SES:1567
bbq,Race_x_SES,6269,1567,14,disambig,neg,Race_x_SES:1567
bbq,Race_x_SES,6270,1567,14,ambig,nonneg,Race_x_SES:1567
bbq,Race_x_SES,6271,1567,14,disambig,nonneg,Race_x_SES:1567
bbq,Race_x_SES,6552,1638,15,ambig,neg,Race_x_SES:1638
bbq,Race_x_SES,6553,1638,15,disambig,neg,Race_x_SES:1638
bbq,Race_x_SES,6554,1638,15,ambig,nonneg,Race_x_SES:1638
bbq,Race_x_SES,6555,1638,15,disambig,nonneg,Race_x_SES:1638
bbq,Race_x_SES,7096,1774,16,ambig,neg,Race_x_SES:1774
bbq,Race_x_SES,7097,1774,16,disambig,neg,Race_x_SES:1774
bbq,Race_x_SES,7098,1774,16,ambig,nonneg,Race_x_SES:1774
bbq,Race_x_SES,7099,1774,16,disambig,nonneg,Race_x_SES:1774
bbq,Race_x_SES,7100,1775,16,ambig,neg,Race_x_SES:1775
bbq,Race_x_SES,7101,1775,16,disambig,neg,Race_x_SES:1775
bbq,Race_x_SES,7102,1775,16,ambig,nonneg,Race_x_SES:1775
bbq,Race_x_SES,7103,1775,16,disambig,nonneg,Race_x_SES:1775
bbq,Race_x_SES,7480,1870,17,ambig,neg,Race_x_SES:1870
bbq,Race_x_SES,7481,1870,17,disambig,neg,Race_x_SES:1870
bbq,Race_x_SES,7482,1870,17,ambig,nonneg,Race_x_SES:1870
bbq,Race_x_SES,7483,1870,17,disambig,nonneg,Race_x_SES:1870
bbq,Race_x_SES,7808,1952,18,ambig,neg,Race_x_SES:1952
bbq,Race_x_SES,7809,1952,18,disambig,neg,Race_x_SES:1952
bbq,Race_x_SES,7810,1952,18,ambig,nonneg,Race_x_SES:1952
bbq,Race_x_SES,7811,1952,18,disambig,nonneg,Race_x_SES:1952
bbq,Race_x_SES,8220,2055,19,ambig,neg,Race_x_SES:2055
bbq,Race_x_SES,8221,2055,19,disambig,neg,Race_x_SES:2055
bbq,Race_x_SES,8222,2055,19,ambig,nonneg,Race_x_SES:2055
bbq,Race_x_SES,8223,2055,19,disambig,nonneg,Race_x_SES:2055
bbq,Race_x_SES,8500,2125,20,ambig,neg,Race_x_SES:2125
